post_id,thread_id,parent_post_id,student_id,week,timestamp,text
F0871,TH034,F0840,S044,5,2026-10-11T17:39:54,"Two people above have said something useful about group regulation. The reading argues that roles help until they become an excuse to stop listening, and I think that is right. When I started restating the previous person's point before adding mine, two people who had said nothing turned out to have the key objection. Where I get stuck is that a single session is a very thin slice of a collaboration. Would you design a course around group regulation?"
F0872,TH036,F0858,S087,5,2026-10-11T19:47:03,"Coming back to an earlier comment on group regulation. I would say building on someone else's idea is a skill that has to be taught, at least for the kind of material we work with. When I started leaving the first ten minutes for planning rather than drafting, our artifact was better and the session felt slower."
F0873,TH036,F0737,S090,5,2026-10-08T15:57:06,"I will take the other side on socially shared regulation, mostly to see what happens. The authors seem to be saying that equal talk time is not the same thing as equal contribution. The sample felt too narrow for the size of the claim."
F0874,TH032,F0852,S026,5,2026-10-08T08:00:00,"I am not sure I follow the argument about productive friction yet. I keep coming back to the idea that one dominant voice can hide four people who understood more. I tested this on myself by starting our session with two minutes of silent individual writing, and the disagreement turned out to be about definitions. I liked that the authors admitted what they could not explain."
F0875,TH036,F0827,S023,5,2026-10-09T19:11:31,"Yes to all of this, and I want to add one thing about who gets listened to in a group. What seems clear to me is that roles help until they become an excuse to stop listening. That said, our data cannot see who did the thinking between sessions. What counts as an idea unit if the idea arrives in three fragments?"
F0876,TH034,F0777,S039,5,2026-10-08T20:39:30,"Yes to all of this, and I want to add one thing about socially shared regulation. It looks like one dominant voice can hide four people who understood more, though the evidence is not airtight. Where I get stuck is that quiet does not mean disengaged in every culture or every group. Has role assignment ever backfired in your experience?"
F0877,TH036,F0807,S045,5,2026-10-11T08:00:00,"This thread is helping me see role assignment more clearly. Stated plainly, groups get smarter when disagreement is about ideas and not people. How would you even measure group regulation in a real classroom? I kept waiting for the part about resources and it never came."
F0878,TH036,F0857,S048,5,2026-10-10T14:14:00,"Yes to all of this, and I want to add one thing about group regulation. I would say the group that plans first usually finishes with less rework, at least for the kind of material we work with. Would you design a course around socially shared regulation?"
F0879,TH036,F0822,S087,5,2026-10-11T08:00:00,"Two people above have said something useful about who gets listened to in a group. I keep coming back to the idea that building on someone else's idea is a skill that has to be taught. I tested this on myself by leaving the first ten minutes for planning rather than drafting, and we finished early and the quality did not suffer. Where I get stuck is that quiet does not mean disengaged in every culture or every group. How do you surface a quiet objection without putting someone on the spot? This is the first reading that felt written for practitioners."
F0880,TH036,F0858,S002,5,2026-10-11T18:29:52,"Coming back to an earlier comment on productive friction. It looks like groups get smarter when disagreement is about ideas and not people, though the evidence is not airtight. Something similar happened in a group where two of us knew each other already when I was asking the quietest person for their read before we decided, since two people who had said nothing turned out to have the key objection. This one wore me out, to be honest."
F0881,TH034,F0813,S100,5,2026-10-10T08:00:00,"This thread is helping me see who gets listened to in a group more clearly. If I followed the chapter, the group that plans first usually finishes with less rework. How would you even measure socially shared regulation in a real classroom?"
F0882,TH036,F0820,S086,5,2026-10-11T08:00:00,"Adding a small counterexample to what has been said about transactive discussion. The part that convinced me is that the group that plans first usually finishes with less rework. Something similar happened in a lab team of four when I was starting our session with two minutes of silent individual writing, since the conversation got sharper once we wrote first."
F0883,TH036,F0858,S097,5,2026-10-11T16:40:32,"I want to sit with the point about shared mental models for a second. It looks like groups get smarter when disagreement is about ideas and not people, though the evidence is not airtight. The first time I tried assigning a rotating facilitator each week it felt slow, but the disagreement turned out to be about definitions. What would you want to see before you trusted role assignment? This one wore me out, to be honest."
F0884,TH032,F0795,S040,5,2026-10-08T12:28:07,"Thank you for naming what bothered me about shared mental models. What seems clear to me is that groups get smarter when disagreement is about ideas and not people. I gave assigning a rotating facilitator each week an honest try, and the conversation got sharper once we wrote first. Where does shared mental models break down in your experience? This clarified something I had been confused about for years."
F0885,TH034,F0856,S055,5,2026-10-11T21:35:43,"Adding a small counterexample to what has been said about transactive discussion. I keep coming back to the idea that groups get smarter when disagreement is about ideas and not people. This is probably context dependent, given that a single session is a very thin slice of a collaboration. Would you design a course around who gets listened to in a group?"
F0886,TH034,F0837,S029,5,2026-10-11T18:50:28,"Adding a small counterexample to what has been said about transactive discussion. I keep coming back to the idea that the group that plans first usually finishes with less rework. The first time I tried asking the quietest person for their read before we decided it felt slow, but the conversation got sharper once we wrote first. What counts as an idea unit if the idea arrives in three fragments?"
F0887,TH036,F0857,S114,5,2026-10-10T12:42:21,"This thread is helping me see transactive discussion more clearly. What I did not expect was the claim that roles help until they become an excuse to stop listening. Last week I tried leaving the first ten minutes for planning rather than drafting, and two people who had said nothing turned out to have the key objection. The caveat for me is that the same group behaves differently on a task they care about. What counts as an idea unit if the idea arrives in three fragments?"
F0888,TH036,F0875,S038,5,2026-10-10T08:00:00,"Two people above have said something useful about role assignment. I would say roles help until they become an excuse to stop listening, at least for the kind of material we work with. When I started assigning a rotating facilitator each week, two people who had said nothing turned out to have the key objection."
F0889,TH032,F0782,S044,5,2026-10-09T13:37:29,"I want to sit with the point about free riding for a second. The part that convinced me is that groups get smarter when disagreement is about ideas and not people. That said, our data cannot see who did the thinking between sessions. Would you design a course around role assignment?"
F0890,TH036,F0807,S118,5,2026-10-10T21:56:10,"Coming back to an earlier comment on productive friction. If I followed the chapter, groups get smarter when disagreement is about ideas and not people. I tested this on myself by asking the quietest person for their read before we decided, and we stopped redoing each other's work."
F0891,TH034,F0840,S026,5,2026-10-11T21:34:50,"Coming back to an earlier comment on shared mental models. Stated plainly, one dominant voice can hide four people who understood more. Is productive friction something you can design for?"
F0892,TH034,F0885,S083,5,2026-10-11T21:35:59,"Adding a small counterexample to what has been said about socially shared regulation. The authors seem to be saying that roles help until they become an excuse to stop listening. In a lab team of four I have been putting our disagreements in the shared doc instead of resolving them fast, and we stopped redoing each other's work."
F0893,TH030,F0727,S099,5,2026-10-07T12:36:30,"Thank you for naming what bothered me about socially shared regulation. The part that convinced me is that groups get smarter when disagreement is about ideas and not people. I gave putting our disagreements in the shared doc instead of resolving them fast an honest try, and we finished early and the quality did not suffer. My hesitation is that group grades hide enormous variation inside the group. Where does productive friction break down in your experience? Great thread, everyone."
F0894,TH034,F0829,S080,5,2026-10-11T12:07:28,"Coming back to an earlier comment on shared mental models. I would say building on someone else's idea is a skill that has to be taught, at least for the kind of material we work with. The caveat for me is that a single session is a very thin slice of a collaboration. What should a collaboration dashboard refuse to show the group?"
F0895,TH036,F0822,S002,5,2026-10-10T21:05:46,"I agree with the earlier point about free riding, but I want to push on one piece. What seems clear to me is that the group that plans first usually finishes with less rework. The first time I tried starting our session with two minutes of silent individual writing it felt slow, but two people who had said nothing turned out to have the key objection. This is probably context dependent, given that our data cannot see who did the thinking between sessions. Does role assignment look different in an online course? I finished this feeling more hopeful than I expected."
F0896,TH032,F0769,S087,5,2026-10-08T09:52:02,"This thread is helping me see shared mental models more clearly. The reading argues that one dominant voice can hide four people who understood more, and I think that is right."
F0897,TH034,F0797,S069,5,2026-10-10T19:21:02,"Coming back to an earlier comment on shared mental models. Stated plainly, equal talk time is not the same thing as equal contribution. What would you want to see before you trusted role assignment?"
F0898,TH034,F0848,S015,5,2026-10-08T16:27:26,"Two people above have said something useful about shared mental models. It looks like the group that plans first usually finishes with less rework, though the evidence is not airtight. During a lab team of four I ended up restating the previous person's point before adding mine, and the conversation got sharper once we wrote first. I would want to know more before generalizing, since group grades hide enormous variation inside the group."
F0899,TH036,F0868,S016,5,2026-10-09T22:45:45,"I agree with the earlier point about productive friction, but I want to push on one piece. The part that convinced me is that one dominant voice can hide four people who understood more. My hesitation is that quiet does not mean disengaged in every culture or every group."
F0900,TH033,F0730,S054,5,2026-10-07T08:00:00,"I will take the other side on productive friction, mostly to see what happens. The part that convinced me is that the group that plans first usually finishes with less rework. I am holding this loosely, because quiet does not mean disengaged in every culture or every group. Does who gets listened to in a group look different in an online course?"
F0901,TH037,,S004,6,2026-10-13T12:42:47,I came into this week fairly skeptical about selectivity while listening. The part that convinced me is that notes that are complete are often notes that were never processed. How do you take notes on a reading that is already well organized?
F0902,TH038,,S051,6,2026-10-14T07:42:02,"Quick question for the group about what notes are actually for. I keep coming back to the idea that notes that are complete are often notes that were never processed. I tested this on myself by coding my notes for claims, evidence, and open questions, and the margin questions became my study guide. This is probably context dependent, given that students with accommodations may need transcription and that is fine."
F0903,TH039,,S112,6,2026-10-13T20:29:44,"My takeaway is that reviewing notes without transforming them does very little. The first time I tried writing a three sentence summary at the bottom of each page it felt slow, but my notes got shorter and much more useful. Would you design a course around the encoding function?"
F0904,TH040,,S005,6,2026-10-15T02:21:40,I want to open a thread on the encoding function. What seems clear to me is that note structure should mirror the structure of the argument.
F0905,TH041,,S005,6,2026-10-14T17:09:35,"Reading about generative note-taking made me rethink how I study. If I followed the chapter, the encoding benefit happens while you write and not while you read. It is worth remembering that the right strategy depends on whether slides are available."
F0906,TH042,,S088,6,2026-10-13T17:45:26,"The section on selectivity while listening was the part I understood least. The reading argues that handwriting helps mainly because it forces you to be selective, and I think that is right. In a course taught mostly through examples I have been leaving a wide margin for questions I write after class, and I stopped transcribing and started listening."
F0907,TH043,,S100,6,2026-10-14T08:47:01,"I would say handwriting helps mainly because it forces you to be selective, at least for the kind of material we work with. My hesitation is that students with accommodations may need transcription and that is fine. Would you design a course around concept mapping?"
F0908,TH044,,S035,6,2026-10-13T03:07:48,"Quick question for the group about generative note-taking. Stated plainly, the encoding benefit happens while you write and not while you read. Would you design a course around the storage function?"
F0909,TH045,,S103,6,2026-10-14T17:08:56,"Something about revision passes has been nagging at me all week. The reading argues that reviewing notes without transforming them does very little, and I think that is right. When I started comparing my notes with a classmate the next day, the map showed two ideas I had recorded as unrelated. I would want to know more before generalizing, since students with accommodations may need transcription and that is fine."
F0910,TH039,F0903,S026,6,2026-10-14T08:05:56,"Thank you for naming what bothered me about revision passes. It looks like the best notes are the ones you rewrite badly and then fix, though the evidence is not airtight. During a class where slides were posted afterward I ended up comparing my notes with a classmate the next day, and my notes got shorter and much more useful. Does revision passes look different in an online course? This is the first reading that felt written for practitioners."
F0911,TH037,F0901,S076,6,2026-10-13T16:23:09,"I had the opposite reaction to the claim about generative note-taking. I would say the encoding benefit happens while you write and not while you read, at least for the kind of material we work with. When I started comparing my notes with a classmate the next day, our two versions disagreed in an informative way."
F0912,TH042,F0906,S106,6,2026-10-14T08:00:00,"Coming back to an earlier comment on revision passes. I would say handwriting helps mainly because it forces you to be selective, at least for the kind of material we work with. Thanks to whoever picked this reading."
F0913,TH040,F0904,S039,6,2026-10-15T08:00:00,"I will take the other side on revision passes, mostly to see what happens. If I followed the chapter, handwriting helps mainly because it forces you to be selective. Where I get stuck is that the right strategy depends on whether slides are available. What does your revision pass actually look like?"
F0914,TH037,F0901,S063,6,2026-10-13T13:56:40,"I had the opposite reaction to the claim about revision passes. I would say handwriting helps mainly because it forces you to be selective, at least for the kind of material we work with. The caveat for me is that note quality is hard to score reliably. Should we teach note-taking explicitly in first year courses? Great thread, everyone."
F0915,TH038,F0902,S007,6,2026-10-14T20:08:23,"Coming back to an earlier comment on the storage function. Stated plainly, the best notes are the ones you rewrite badly and then fix."
F0916,TH043,F0907,S025,6,2026-10-14T22:23:00,"I want to sit with the point about revision passes for a second. The reading argues that notes that are complete are often notes that were never processed, and I think that is right. I am holding this loosely, because note quality is hard to score reliably."
F0917,TH039,F0910,S043,6,2026-10-14T14:38:49,"I will take the other side on generative note-taking, mostly to see what happens. The part that convinced me is that the best notes are the ones you rewrite badly and then fix. Something similar happened in a course taught mostly through examples when I was limiting myself to one page per lecture on purpose, since I stopped transcribing and started listening. It is worth remembering that note quality is hard to score reliably. Does the storage function look different in an online course?"
F0918,TH040,F0904,S085,6,2026-10-15T08:00:00,"Thank you for naming what bothered me about generative note-taking. If I followed the chapter, the best notes are the ones you rewrite badly and then fix. That said, we cannot see what students do with notes after the study ends. This clarified something I had been confused about for years."
F0919,TH039,F0910,S002,6,2026-10-14T15:16:48,"This framing of generative note-taking lines up with my own experience. The part that convinced me is that note structure should mirror the structure of the argument. I spent two weeks limiting myself to one page per lecture on purpose, and the margin questions became my study guide. I would want to know more before generalizing, since we cannot see what students do with notes after the study ends. Does concept mapping help you or slow you down?"
F0920,TH040,F0904,S118,6,2026-10-15T13:22:22,"Building on the post above, I think the storage function is doing a lot of work here. The strongest version of the argument is that note structure should mirror the structure of the argument. Does the encoding function look different in an online course?"
F0921,TH040,F0918,S026,6,2026-10-15T15:04:17,"I am not sure I follow the argument about revision passes yet. Stated plainly, reviewing notes without transforming them does very little. I spent two weeks comparing my notes with a classmate the next day, and our two versions disagreed in an informative way. How do you take notes on a reading that is already well organized? I liked that the authors admitted what they could not explain."
F0922,TH040,F0921,S113,6,2026-10-16T08:00:00,"I want to sit with the point about what notes are actually for for a second. What seems clear to me is that handwriting helps mainly because it forces you to be selective. During a seminar with dense readings I ended up coding my notes for claims, evidence, and open questions, and my notes got shorter and much more useful."
F0923,TH039,F0910,S040,6,2026-10-14T13:12:57,"I read that section on the encoding function differently. If I followed the chapter, handwriting helps mainly because it forces you to be selective. Something similar happened in a course taught mostly through examples when I was coding my notes for claims, evidence, and open questions, since the map showed two ideas I had recorded as unrelated. My hesitation is that the laptop versus longhand studies have not replicated cleanly."
F0924,TH040,F0920,S039,6,2026-10-16T08:00:00,"This thread is helping me see concept mapping more clearly. If I followed the chapter, reviewing notes without transforming them does very little. How would you even measure verbatim transcription in a real classroom?"
F0925,TH044,F0908,S083,6,2026-10-14T08:00:00,"Two people above have said something useful about generative note-taking. The part that convinced me is that the encoding benefit happens while you write and not while you read. The first time I tried coding my notes for claims, evidence, and open questions it felt slow, but the summary was where I discovered what I had missed. That said, students with accommodations may need transcription and that is fine. How do you take notes on a reading that is already well organized? Great thread, everyone."
F0926,TH040,F0913,S006,6,2026-10-15T10:42:08,"Adding a small counterexample to what has been said about concept mapping. The reading argues that handwriting helps mainly because it forces you to be selective, and I think that is right. In my methods course I have been limiting myself to one page per lecture on purpose, and the summary was where I discovered what I had missed. This clarified something I had been confused about for years."
F0927,TH044,F0925,S072,6,2026-10-14T18:13:36,"I will take the other side on the encoding function, mostly to see what happens. The reading argues that note structure should mirror the structure of the argument, and I think that is right. Last week I tried writing a three sentence summary at the bottom of each page, and the margin questions became my study guide. Does concept mapping help you or slow you down?"
F0928,TH040,F0904,S118,6,2026-10-15T09:27:35,"I will take the other side on the encoding function, mostly to see what happens. The authors seem to be saying that handwriting helps mainly because it forces you to be selective. In a fast lecture course I have been leaving a wide margin for questions I write after class, and I stopped transcribing and started listening. How would you explain revision passes to a first year student?"
F0929,TH045,F0909,S058,6,2026-10-15T08:00:00,"I am not sure I follow the argument about concept mapping yet. Stated plainly, the encoding benefit happens while you write and not while you read. When I started comparing my notes with a classmate the next day, my notes got shorter and much more useful. Does selectivity while listening look different in an online course?"
F0930,TH044,F0925,S056,6,2026-10-15T08:00:00,This thread is helping me see the storage function more clearly. The strongest version of the argument is that handwriting helps mainly because it forces you to be selective.
F0931,TH040,F0904,S006,6,2026-10-15T12:48:53,Coming back to an earlier comment on selectivity while listening. The part that convinced me is that reviewing notes without transforming them does very little. The caveat for me is that most studies look at one lecture rather than a semester.
F0932,TH042,F0912,S057,6,2026-10-14T15:45:24,"Yes to all of this, and I want to add one thing about the storage function. What seems clear to me is that the best notes are the ones you rewrite badly and then fix. I spent two weeks comparing my notes with a classmate the next day, and the margin questions became my study guide. That said, the laptop versus longhand studies have not replicated cleanly. How would you explain generative note-taking to a first year student?"
F0933,TH039,F0919,S115,6,2026-10-14T23:51:01,"This thread is helping me see concept mapping more clearly. The authors seem to be saying that reviewing notes without transforming them does very little. When I started coding my notes for claims, evidence, and open questions, I stopped transcribing and started listening. Should we teach note-taking explicitly in first year courses?"
F0934,TH042,F0906,S074,6,2026-10-14T08:00:00,"I am not sure I follow the argument about the encoding function yet. The reading argues that the best notes are the ones you rewrite badly and then fix, and I think that is right. I tested this on myself by limiting myself to one page per lecture on purpose, and our two versions disagreed in an informative way. I am holding this loosely, because the right strategy depends on whether slides are available."
F0935,TH042,F0934,S023,6,2026-10-14T09:58:20,"This framing of the storage function lines up with my own experience. Stated plainly, notes that are complete are often notes that were never processed. That said, we cannot see what students do with notes after the study ends. Does generative note-taking look different in an online course?"
F0936,TH040,F0926,S085,6,2026-10-15T23:46:40,"Adding a small counterexample to what has been said about verbatim transcription. What I did not expect was the claim that notes that are complete are often notes that were never processed. In my methods course I have been rewriting my lecture notes as a concept map that evening, and my notes got shorter and much more useful. Do posted slides change what you should write?"
F0937,TH044,F0930,S076,6,2026-10-15T10:07:39,"Thank you for naming what bothered me about the storage function. The reading argues that notes that are complete are often notes that were never processed, and I think that is right. During a class where slides were posted afterward I ended up writing a three sentence summary at the bottom of each page, and the map showed two ideas I had recorded as unrelated. What would change your mind about selectivity while listening?"
F0938,TH044,F0908,S025,6,2026-10-13T07:36:58,"I read that section on the storage function differently. If I followed the chapter, the best notes are the ones you rewrite badly and then fix. Does concept mapping help you or slow you down?"
F0939,TH042,F0934,S020,6,2026-10-14T12:34:08,"I will take the other side on the encoding function, mostly to see what happens. If I followed the chapter, the encoding benefit happens while you write and not while you read. My hesitation is that we cannot see what students do with notes after the study ends."
F0940,TH042,F0932,S030,6,2026-10-14T23:27:47,"Adding a small counterexample to what has been said about what notes are actually for. The reading argues that note structure should mirror the structure of the argument, and I think that is right. I gave coding my notes for claims, evidence, and open questions an honest try, and the map showed two ideas I had recorded as unrelated. What would change your mind about the storage function?"
F0941,TH040,F0922,S102,6,2026-10-17T08:00:00,"Coming back to an earlier comment on the encoding function. The part that convinced me is that reviewing notes without transforming them does very little. Who benefits when we take concept mapping seriously, and who does not? This one actually changed something about my week, which is rare."
F0942,TH044,F0937,S037,6,2026-10-15T20:15:31,"Two people above have said something useful about the encoding function. I would say notes that are complete are often notes that were never processed, at least for the kind of material we work with. In my methods course I have been writing a three sentence summary at the bottom of each page, and I stopped transcribing and started listening. That said, the laptop versus longhand studies have not replicated cleanly. Should we teach note-taking explicitly in first year courses?"
F0943,TH042,F0932,S048,6,2026-10-14T22:35:58,"Two people above have said something useful about generative note-taking. The part that convinced me is that reviewing notes without transforming them does very little. I spent two weeks rewriting my lecture notes as a concept map that evening, and the margin questions became my study guide."
F0944,TH042,F0940,S057,6,2026-10-15T08:07:16,"I had the opposite reaction to the claim about revision passes. Stated plainly, note structure should mirror the structure of the argument. Something similar happened in a fast lecture course when I was leaving a wide margin for questions I write after class, since my notes got shorter and much more useful. My hesitation is that the right strategy depends on whether slides are available."
F0945,TH042,F0943,S064,6,2026-10-15T07:08:28,"Adding a small counterexample to what has been said about concept mapping. What I did not expect was the claim that note structure should mirror the structure of the argument. In my methods course I have been rewriting my lecture notes as a concept map that evening, and my notes got shorter and much more useful. Should we teach note-taking explicitly in first year courses?"
F0946,TH042,F0943,S088,6,2026-10-15T08:00:00,"Adding a small counterexample to what has been said about concept mapping. Stated plainly, the encoding benefit happens while you write and not while you read. I spent two weeks writing a three sentence summary at the bottom of each page, and our two versions disagreed in an informative way. What does your revision pass actually look like?"
F0947,TH042,F0943,S057,6,2026-10-15T08:00:00,"Two people above have said something useful about what notes are actually for. My takeaway is that the best notes are the ones you rewrite badly and then fix. Last week I tried writing a three sentence summary at the bottom of each page, and the summary was where I discovered what I had missed. Where I get stuck is that most studies look at one lecture rather than a semester. How do you take notes on a reading that is already well organized?"
F0948,TH040,F0928,S113,6,2026-10-15T14:30:44,"This thread is helping me see the storage function more clearly. The part that convinced me is that notes that are complete are often notes that were never processed. The first time I tried writing a three sentence summary at the bottom of each page it felt slow, but the map showed two ideas I had recorded as unrelated. Does revision passes look different in an online course?"
F0949,TH039,F0903,S087,6,2026-10-13T22:31:51,"Adding a small counterexample to what has been said about what notes are actually for. I keep coming back to the idea that the best notes are the ones you rewrite badly and then fix. I gave comparing my notes with a classmate the next day an honest try, and the margin questions became my study guide."
F0950,TH043,F0916,S083,6,2026-10-15T07:31:51,I want to sit with the point about verbatim transcription for a second. The part that convinced me is that reviewing notes without transforming them does very little. One limit worth naming is that students with accommodations may need transcription and that is fine. Should we teach note-taking explicitly in first year courses?
F0951,TH040,F0904,S097,6,2026-10-15T13:20:10,Thank you for naming what bothered me about selectivity while listening. The authors seem to be saying that reviewing notes without transforming them does very little. Does the storage function look different in an online course?
F0952,TH042,F0906,S078,6,2026-10-14T08:00:00,"Building on the post above, I think selectivity while listening is doing a lot of work here. The authors seem to be saying that note structure should mirror the structure of the argument. I tested this on myself by leaving a wide margin for questions I write after class, and my notes got shorter and much more useful. That said, the right strategy depends on whether slides are available."
F0953,TH044,F0937,S083,6,2026-10-15T18:52:21,"I had the opposite reaction to the claim about revision passes. I would say note structure should mirror the structure of the argument, at least for the kind of material we work with. Something similar happened in a seminar with dense readings when I was writing a three sentence summary at the bottom of each page, since our two versions disagreed in an informative way. Should we teach note-taking explicitly in first year courses?"
F0954,TH039,F0910,S113,6,2026-10-14T10:31:41,"I want to sit with the point about concept mapping for a second. What I did not expect was the claim that reviewing notes without transforming them does very little. During a fast lecture course I ended up writing a three sentence summary at the bottom of each page, and the map showed two ideas I had recorded as unrelated. Does concept mapping help you or slow you down? I am excited to try this in my own teaching."
F0955,TH044,F0937,S007,6,2026-10-15T16:10:04,"I want to sit with the point about the encoding function for a second. The part that convinced me is that note structure should mirror the structure of the argument. When I started coding my notes for claims, evidence, and open questions, my notes got shorter and much more useful. Where I get stuck is that most studies look at one lecture rather than a semester."
F0956,TH042,F0946,S057,6,2026-10-15T09:03:29,"Adding a small counterexample to what has been said about selectivity while listening. The reading argues that the best notes are the ones you rewrite badly and then fix, and I think that is right. How do you take notes on a reading that is already well organized?"
F0957,TH039,F0954,S120,6,2026-10-14T15:35:27,"Adding a small counterexample to what has been said about verbatim transcription. It looks like note structure should mirror the structure of the argument, though the evidence is not airtight. When I started coding my notes for claims, evidence, and open questions, the map showed two ideas I had recorded as unrelated. Where does revision passes break down in your experience?"
F0958,TH041,F0905,S029,6,2026-10-15T09:55:32,This framing of generative note-taking lines up with my own experience. I keep coming back to the idea that the encoding benefit happens while you write and not while you read. Where I get stuck is that we cannot see what students do with notes after the study ends. Does what notes are actually for look different in an online course?
F0959,TH044,F0925,S100,6,2026-10-14T19:08:51,"I want to sit with the point about generative note-taking for a second. The reading argues that handwriting helps mainly because it forces you to be selective, and I think that is right. I tested this on myself by coding my notes for claims, evidence, and open questions, and our two versions disagreed in an informative way."
F0960,TH042,F0946,S057,6,2026-10-16T08:00:00,"I am not sure I follow the argument about revision passes yet. The reading argues that the encoding benefit happens while you write and not while you read, and I think that is right. I tested this on myself by leaving a wide margin for questions I write after class, and the summary was where I discovered what I had missed. I finished this feeling more hopeful than I expected."
F0961,TH044,F0953,S037,6,2026-10-16T08:00:00,"I want to sit with the point about concept mapping for a second. If I followed the chapter, handwriting helps mainly because it forces you to be selective. Last week I tried limiting myself to one page per lecture on purpose, and the summary was where I discovered what I had missed. It is worth remembering that the laptop versus longhand studies have not replicated cleanly. What does your revision pass actually look like?"
F0962,TH040,F0936,S109,6,2026-10-16T08:00:00,I had the opposite reaction to the claim about generative note-taking. What seems clear to me is that the best notes are the ones you rewrite badly and then fix. The caveat for me is that the laptop versus longhand studies have not replicated cleanly. What would change your mind about selectivity while listening?
F0963,TH044,F0955,S020,6,2026-10-16T08:00:00,"This thread is helping me see generative note-taking more clearly. The reading argues that note structure should mirror the structure of the argument, and I think that is right."
F0964,TH042,F0947,S092,6,2026-10-15T11:08:13,"I will take the other side on generative note-taking, mostly to see what happens. What seems clear to me is that handwriting helps mainly because it forces you to be selective. Should we teach note-taking explicitly in first year courses?"
F0965,TH042,F0960,S093,6,2026-10-16T11:16:00,"Yes to all of this, and I want to add one thing about the storage function. I would say handwriting helps mainly because it forces you to be selective, at least for the kind of material we work with. Where does the encoding function break down in your experience?"
F0966,TH040,F0924,S087,6,2026-10-16T12:41:12,"I agree with the earlier point about what notes are actually for, but I want to push on one piece. The reading argues that handwriting helps mainly because it forces you to be selective, and I think that is right."
F0967,TH042,F0934,S117,6,2026-10-14T11:44:16,"Thank you for naming what bothered me about the storage function. I would say reviewing notes without transforming them does very little, at least for the kind of material we work with. In a fast lecture course I have been limiting myself to one page per lecture on purpose, and our two versions disagreed in an informative way. That said, the right strategy depends on whether slides are available. Has anyone found a note system that survives a heavy week? This is the first reading that felt written for practitioners."
F0968,TH040,F0936,S120,6,2026-10-16T08:00:00,"Coming back to an earlier comment on revision passes. The strongest version of the argument is that reviewing notes without transforming them does very little. When I started writing a three sentence summary at the bottom of each page, the summary was where I discovered what I had missed. Would you design a course around concept mapping? I am skeptical, and I am open to being talked out of it."
F0969,TH042,F0965,S074,6,2026-10-16T12:29:35,I read that section on selectivity while listening differently. The strongest version of the argument is that the best notes are the ones you rewrite badly and then fix. How do you take notes on a reading that is already well organized?
F0970,TH044,F0955,S056,6,2026-10-15T21:35:12,"Adding a small counterexample to what has been said about what notes are actually for. The reading argues that notes that are complete are often notes that were never processed, and I think that is right. In a course taught mostly through examples I have been comparing my notes with a classmate the next day, and the map showed two ideas I had recorded as unrelated. What would change your mind about generative note-taking?"
F0971,TH040,F0913,S045,6,2026-10-15T10:22:15,"I want to sit with the point about the encoding function for a second. The reading argues that notes that are complete are often notes that were never processed, and I think that is right. During a class where slides were posted afterward I ended up writing a three sentence summary at the bottom of each page, and our two versions disagreed in an informative way. One limit worth naming is that students with accommodations may need transcription and that is fine. Does what notes are actually for look different in an online course?"
F0972,TH043,F0950,S046,6,2026-10-15T13:16:26,"Yes to all of this, and I want to add one thing about revision passes. The authors seem to be saying that reviewing notes without transforming them does very little. During an online asynchronous class I ended up comparing my notes with a classmate the next day, and our two versions disagreed in an informative way. Does concept mapping help you or slow you down?"
F0973,TH040,F0926,S039,6,2026-10-15T19:44:49,"I agree with the earlier point about verbatim transcription, but I want to push on one piece. The strongest version of the argument is that the encoding benefit happens while you write and not while you read. I tested this on myself by limiting myself to one page per lecture on purpose, and my notes got shorter and much more useful. One limit worth naming is that the laptop versus longhand studies have not replicated cleanly."
F0974,TH040,F0951,S045,6,2026-10-16T12:55:39,"I read that section on revision passes differently. I keep coming back to the idea that note structure should mirror the structure of the argument. In my methods course I have been comparing my notes with a classmate the next day, and my notes got shorter and much more useful. Has anyone found a note system that survives a heavy week?"
F0975,TH043,F0972,S065,6,2026-10-15T18:09:50,"Two people above have said something useful about the encoding function. The strongest version of the argument is that reviewing notes without transforming them does very little. In a class where slides were posted afterward I have been rewriting my lecture notes as a concept map that evening, and the map showed two ideas I had recorded as unrelated. Who benefits when we take what notes are actually for seriously, and who does not?"
F0976,TH042,F0932,S032,6,2026-10-14T18:46:07,"I read that section on concept mapping differently. Stated plainly, notes that are complete are often notes that were never processed. I would want to know more before generalizing, since the laptop versus longhand studies have not replicated cleanly. This landed as advice for students who already have time."
F0977,TH044,F0963,S102,6,2026-10-16T14:22:13,"Yes to all of this, and I want to add one thing about what notes are actually for. Stated plainly, note structure should mirror the structure of the argument. When I started limiting myself to one page per lecture on purpose, our two versions disagreed in an informative way. How would you even measure generative note-taking in a real classroom?"
F0978,TH040,F0920,S044,6,2026-10-15T15:09:07,"I agree with the earlier point about what notes are actually for, but I want to push on one piece. I would say reviewing notes without transforming them does very little, at least for the kind of material we work with. The first time I tried rewriting my lecture notes as a concept map that evening it felt slow, but our two versions disagreed in an informative way. This clarified something I had been confused about for years."
F0979,TH044,F0961,S025,6,2026-10-16T17:40:57,"I want to sit with the point about revision passes for a second. My takeaway is that the encoding benefit happens while you write and not while you read. I tested this on myself by writing a three sentence summary at the bottom of each page, and my notes got shorter and much more useful. What does your revision pass actually look like? This one wore me out, to be honest."
